Food,Measure,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Free Sugar (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg)
Instant coffee,,,23.16,0.64,0.75,,0.0,3.65,Indian Dishes,3.62,4.92,20.87,0.06,1.51,5.6
Espreso coffee,,,51.54,1.75,2.14,,0.0,6.62,Indian Dishes,6.53,13.98,58.1,0.15,1.51,5.53
Iced tea,,,10.34,0.03,0.01,,0.0,2.7,Indian Dishes,2.7,0.23,1.18,0.02,5.95,1.28
Raw mango drink (Aam panna),,,35.92,0.16,0.03,,0.61,9.05,Indian Dishes,7.49,79.82,7.08,0.14,45.3,14.05
Fruit Punch (with fresh juices),,,36.12,0.14,0.03,,0.06,9.38,Indian Dishes,9.25,2.63,5.07,0.1,41.44,24.57
Fruit Punch (with squashes),,,23.13,0.07,0.02,,0.17,5.99,Indian Dishes,5.88,2.26,3.3,0.06,15.08,9.13
Lemonade,,,20.8,0.03,0.01,,0.02,5.48,Indian Dishes,5.47,28.52,1.84,0.05,5.27,2.11
Lem-o-gin,,,21.52,0.08,0.03,,0.13,5.55,Indian Dishes,5.38,28.13,2.2,0.09,5.68,2.92
Cumin infused water (Jeere/Zeere ka pani),,,9.09,0.17,0.11,,0.46,1.86,Indian Dishes,1.46,189.6,10.84,0.32,3.61,3.14
Coco pine cooler,,,32.75,0.56,1.0,,0.26,5.72,Indian Dishes,5.52,23.2,17.81,0.13,10.67,12.64
Summer cooler,,,22.43,0.37,0.04,,0.2,5.43,Indian Dishes,5.21,1.57,8.13,0.28,103.5,63.89
Hot cocoa,,,90.1,3.36,4.56,,0.0,9.23,Indian Dishes,9.01,24.2,113.66,0.31,3.62,13.79
Cold coffee with ice cream,,,67.85,1.57,2.11,,0.01,11.24,Indian Dishes,11.18,13.84,53.29,0.12,2.53,9.49
Banana milkshake (Kele milkshake),,,65.31,1.84,2.37,,0.26,9.15,Indian Dishes,7.96,13.61,62.64,0.13,6.84,19.83
Mango milkshake (Aam milkshake),,,56.9,1.73,2.35,,0.26,7.23,Indian Dishes,7.15,13.27,62.33,0.15,20.1,53.68
Pineapple milkshake (Ananas milkshake),,,55.72,1.66,2.23,,0.0,7.62,Indian Dishes,7.6,14.05,59.92,0.11,10.22,17.45
Orange milkshake (Narangi milkshake),,,57.42,1.86,2.52,,0.0,7.11,Indian Dishes,7.08,14.63,67.42,0.11,10.82,16.85
Egg nog,,,97.14,4.78,5.11,,0.02,8.15,Indian Dishes,8.06,40.65,102.13,0.43,4.82,41.91
Sweet Lassi (Meethi lassi),,,35.66,1.29,0.68,,0.0,6.51,Indian Dishes,6.51,18.31,45.65,0.03,1.0,18.0
Lassi (salted),,,18.84,1.35,0.72,,0.02,1.86,Indian Dishes,1.84,65.4,47.78,0.04,1.02,18.07
Cheese and chilli sandwich ,,,218.11,6.8,9.78,,2.08,27.4,Indian Dishes,2.38,437.5,113.79,0.99,12.3,16.14
Egg sandwich (Ande ka sandwich),,,285.96,8.69,15.8,,1.88,29.16,Indian Dishes,1.86,461.67,110.13,1.44,0.0,14.92
Cucumber sandwich (Kheere ka sandwich),,,188.6,4.8,8.0,,2.45,25.77,Indian Dishes,1.64,362.64,87.84,1.02,1.53,12.96
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),,,257.71,8.2,12.8,,2.33,29.1,Indian Dishes,4.1,571.96,199.73,1.04,3.64,12.08
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),,,243.32,7.92,12.27,,1.97,26.92,Indian Dishes,2.85,549.71,191.2,1.0,3.16,12.18
Chicken sandwich,,,253.27,13.12,11.75,,1.64,25.38,Indian Dishes,1.6,389.67,89.56,1.19,0.0,11.1
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),,,291.43,9.53,16.14,,4.03,28.54,Indian Dishes,2.82,364.99,94.03,1.58,3.16,22.04
Rainbow sandwich,,,272.75,7.75,12.54,,2.1,34.26,Indian Dishes,4.05,612.49,172.04,1.2,1.01,10.38
Club sandwich ,,,235.32,7.31,15.12,,1.81,18.51,Indian Dishes,2.01,461.66,115.68,0.86,6.0,17.42
Vegetarian club sandwich,,,198.33,5.45,11.33,,2.06,19.68,Indian Dishes,2.08,305.36,122.44,0.77,6.0,17.53
Pin wheel sandwich,,,311.52,8.77,24.93,,0.93,14.0,Indian Dishes,1.45,374.39,67.75,1.36,0.0,9.04
Carrot apple sandwich (Gajar aur seb ka sandwich),,,214.11,5.3,9.12,,3.66,29.04,Indian Dishes,5.3,302.88,118.05,1.8,2.7,21.7
Salami sandwich,,,255.59,8.7,15.51,,1.97,21.54,Indian Dishes,2.0,662.75,73.54,1.11,1.25,12.65
Vegetable and mayonnaise sandwich,,,244.26,4.47,15.4,,2.35,23.2,Indian Dishes,2.35,342.7,79.53,0.91,12.9,17.05
Egg and tomato sandwich (Ande aur tamatar ka sandwich),,,222.11,7.66,10.51,,1.77,25.9,Indian Dishes,2.09,423.26,95.71,1.3,1.98,16.33
Sweet open sandwich,,,244.25,4.99,8.15,,2.36,39.24,Indian Dishes,12.23,205.27,85.18,1.15,1.65,13.05
Mushroom and cheese sandwich (toasted),,,227.42,7.79,13.01,,2.28,21.01,Indian Dishes,2.11,456.57,172.35,0.84,0.0,12.7
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),,,224.58,6.82,12.95,,1.78,21.42,Indian Dishes,2.67,457.94,169.22,0.82,6.32,14.48
Pea potato sandwich (toasted) (Matar aloo ka sandwich),,,164.9,4.6,5.43,,2.89,25.17,Indian Dishes,1.33,262.63,64.15,1.11,14.11,21.01
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),,,249.56,12.4,11.98,,2.12,24.05,Indian Dishes,6.4,268.9,274.1,1.26,4.85,52.13
Chicken sandwich (toasted),,,167.37,12.08,5.32,,1.64,18.82,Indian Dishes,2.13,327.55,99.99,0.99,12.97,20.71
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),,,171.78,11.06,5.61,,2.45,20.26,Indian Dishes,1.94,290.07,70.79,1.51,5.5,18.29
Classic club sandwich,,,200.83,6.74,11.56,,1.62,18.49,Indian Dishes,1.86,277.49,107.73,1.09,16.19,56.9
Sesame toast,,,495.19,1.9,49.38,,1.32,11.15,Indian Dishes,1.46,128.78,43.44,0.72,6.92,8.87
Cracked wheat porridge (Meetha daliya),,,81.57,2.64,4.08,,0.62,8.87,Indian Dishes,5.12,15.89,75.88,0.32,5.03,17.58
Semolina porridge (Suji/Rava daliya),,,100.89,3.75,4.08,,0.7,12.39,Indian Dishes,7.54,23.21,108.52,0.36,5.03,22.71
Oatmeal Porridge,,,72.85,2.6,3.22,,0.39,8.77,Indian Dishes,5.2,16.14,76.83,0.28,5.03,23.98
Cornflakes with milk,,,117.33,3.59,5.12,,0.78,14.95,Indian Dishes,9.97,26.55,106.47,0.42,4.82,43.87
Rice flakes (Chiwda/Aval),,,112.44,3.62,3.99,,0.37,15.57,Indian Dishes,7.28,22.4,103.15,0.62,4.82,19.41
Wheat flakes,,,112.44,3.62,3.99,,0.37,15.57,Indian Dishes,7.28,22.4,103.15,0.62,4.82,19.41
Murmura (Puffed rice),,,113.32,3.62,4.04,,0.28,15.67,Indian Dishes,7.31,22.52,103.79,0.63,4.82,16.87
Puffed wheat (Murmure/Moori),,,113.32,3.62,4.04,,0.28,15.67,Indian Dishes,7.31,22.52,103.79,0.63,4.82,16.87
Boiled egg (Ubla anda),,,45.35,4.43,3.04,,0.11,0.12,Indian Dishes,0.0,170.94,17.75,0.64,0.0,24.77
Fried Egg ,,,223.67,11.59,19.62,,0.29,0.31,Indian Dishes,0.0,446.96,46.4,1.69,0.0,24.77
Poached egg,,,123.87,11.98,8.19,,0.3,0.37,Indian Dishes,0.05,1163.07,48.24,1.75,0.0,24.77
Scrambled egg (Ande ki bhurji),,,155.97,10.29,12.21,,0.24,1.35,Indian Dishes,1.08,374.66,64.59,1.42,0.3,25.82
Baked egg ,,,218.85,11.88,12.65,,1.03,15.42,Indian Dishes,1.66,523.29,164.05,1.48,0.0,35.72
Plain omelette/omlet,,,272.41,9.66,25.74,,0.12,0.64,Indian Dishes,0.51,226.18,48.4,1.35,0.3,50.48
Stuffed egg omelette/omlet,,,203.51,8.6,17.77,,0.75,2.3,Indian Dishes,1.57,267.19,89.91,0.91,8.29,70.23
Pancake,,,203.36,5.68,10.82,,0.65,20.49,Indian Dishes,3.32,143.7,79.49,0.69,0.5,5.43
Keema pancake,,,176.27,9.01,11.25,,0.84,9.56,Indian Dishes,2.2,125.4,40.96,0.93,4.64,12.23
Vegetable pancake,,,125.18,3.87,6.57,,2.48,12.24,Indian Dishes,2.09,116.69,42.89,0.79,20.63,28.57
Jam and fruit pancake,,,162.02,3.79,7.01,,1.21,20.73,Indian Dishes,7.85,93.09,54.06,0.52,6.48,8.42
Khoa and coconut pancake,,,271.98,6.98,15.29,,1.65,27.32,Indian Dishes,16.47,101.0,157.22,1.12,0.73,19.12
Brown stock,,,21.32,1.95,1.38,,0.09,0.25,Indian Dishes,0.14,44.6,17.16,0.3,1.5,6.33
Vegetable stock,,,17.6,0.3,1.38,,0.38,0.96,Indian Dishes,0.44,49.75,5.08,0.12,7.58,13.92
Chicken stock,,,29.88,3.69,1.51,,0.1,0.37,Indian Dishes,0.2,58.58,3.57,0.18,0.84,10.19
Clear tomato soup (Tamatar ka soup),,,80.07,4.79,12.22,,1.96,3.45,Indian Dishes,1.44,5135.74,29.05,1.14,53.16,43.91
Lentil soup,,,31.17,9.65,11.68,,2.57,3.94,Indian Dishes,1.06,10418.84,40.57,2.26,17.9,34.92
Chicken consomme (Clear chicken soup),,,47.94,11.47,12.02,,1.57,1.19,Indian Dishes,0.54,8953.64,35.48,1.82,2.1,11.38
Cream of tomato soup,,,97.81,4.61,13.12,,1.38,3.93,Indian Dishes,1.81,4461.22,39.61,0.95,53.23,44.01
Cream of green peas soup,,,127.84,7.13,14.78,,2.95,6.75,Indian Dishes,1.61,4999.7,51.01,1.48,52.28,88.58
Cream of spinach soup,,,100.54,5.21,13.31,,1.74,3.45,Indian Dishes,1.13,4429.81,70.77,2.1,63.34,298.06
Cream of mixed vegetable soup,,,59.65,6.84,9.05,,2.14,4.93,Indian Dishes,2.1,5655.45,65.26,1.36,39.02,54.46
Cream of mushroom soup,,,117.28,6.64,15.5,,1.34,3.74,Indian Dishes,1.93,5276.06,70.56,1.81,5.79,30.72
Chicken sweet corn soup,,,28.32,14.48,12.59,,0.47,1.63,Indian Dishes,0.27,12205.33,91.5,3.83,2.02,13.45
Minestrone soup,,,42.66,9.3,11.09,,1.92,3.71,Indian Dishes,1.01,8875.06,53.55,1.82,19.43,23.24
Egg drop soup,,,26.64,12.93,13.52,,0.81,1.1,Indian Dishes,0.6,12418.84,100.14,3.93,8.51,28.19
Chinese cabbage and meat ball soup,,,484.31,5.21,56.57,,0.57,1.43,Indian Dishes,0.37,4249.41,41.07,1.52,16.72,20.33
French onion soup,,,55.61,11.41,14.39,,1.01,4.28,Indian Dishes,1.5,11202.89,106.22,3.52,5.35,24.85
Hot and sour soup,,,31.51,3.12,1.31,,0.6,1.78,Indian Dishes,0.66,163.26,10.68,0.43,24.59,39.83
Talaumein soup,,,35.63,10.12,12.78,,1.94,4.17,Indian Dishes,0.77,11088.14,42.33,2.23,12.62,48.58
Cold cucumber soup (Thanda kheere ka soup),,,48.03,2.99,1.99,,0.88,4.58,Indian Dishes,3.34,121.32,99.79,0.32,5.05,27.42
Cold summer garden soup,,,49.19,8.57,14.08,,1.86,2.65,Indian Dishes,0.46,9919.62,43.93,2.13,16.3,43.26
Chapati/Roti,,,202.31,5.88,3.56,,6.31,35.65,Indian Dishes,1.0,1.16,17.22,2.28,0.0,5.84
Plain parantha/paratha,,,298.3,5.06,16.86,,5.43,30.69,Indian Dishes,0.86,62.07,14.81,1.98,0.0,7.79
Potato parantha/paratha (Aloo ka parantha/paratha),,,205.04,3.7,10.22,,4.18,23.92,Indian Dishes,1.15,127.2,17.38,1.52,7.98,14.96
Radish parantha/paratha (Mooli ka parantha/paratha),,,183.52,3.3,9.53,,4.32,20.54,Indian Dishes,1.31,127.03,23.75,1.39,8.44,20.74
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),,,178.07,3.73,9.47,,4.68,18.84,Indian Dishes,1.15,190.03,22.0,1.59,17.61,26.32
Dal parantha/paratha,,,268.24,6.78,13.05,,6.46,30.03,Indian Dishes,1.43,156.13,23.89,2.45,1.8,29.02
Sprouted moong parantha/paratha,,,228.59,4.29,12.43,,4.49,24.31,Indian Dishes,1.47,153.94,20.33,1.94,2.0,12.52
Pea parantha/paratha (Matar ka parantha/paratha),,,190.73,5.59,8.8,,5.61,21.51,Indian Dishes,1.29,109.99,23.49,1.78,17.8,33.64
Keema parantha/paratha,,,238.09,9.41,13.91,,3.44,18.36,Indian Dishes,0.99,140.62,19.35,1.8,1.8,11.49
Paneer parantha/paratha,,,262.97,7.98,14.62,,4.0,24.33,Indian Dishes,3.77,142.52,127.65,1.7,1.69,29.0
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),,,216.49,5.54,12.09,,4.39,21.39,Indian Dishes,1.31,177.19,33.07,1.85,6.65,50.53
Poori,,,737.63,1.35,77.61,,1.46,8.22,Indian Dishes,0.23,31.73,3.98,0.6,0.0,4.68
Spinach poori (Palak poori),,,684.25,1.42,71.86,,1.55,7.76,Indian Dishes,0.24,35.47,10.02,0.79,3.03,18.9
Methi poori,,,710.02,1.45,74.6,,1.61,7.98,Indian Dishes,0.26,35.37,14.61,0.81,2.91,8.47
Dal stuffed poori,,,785.16,2.08,81.69,,1.96,10.14,Indian Dishes,0.29,128.18,6.88,0.83,0.42,7.65
Potato stuffed poori (Aloo ki poori),,,776.74,1.52,81.35,,1.64,9.4,Indian Dishes,0.26,69.86,5.57,0.7,1.39,5.63
Tandoori parantha/paratha,,,295.37,5.08,16.51,,5.44,30.74,Indian Dishes,0.86,1.14,14.98,1.96,0.0,7.79
Boiled rice (Uble chawal),,,117.19,2.6,0.18,,1.25,25.72,Indian Dishes,0.22,1.05,2.7,0.24,0.0,9.75
Plain pulao,,,140.21,2.34,4.62,,1.69,21.82,Indian Dishes,1.15,193.76,12.76,0.41,3.42,22.63
Mixed vegetable pulao,,,113.05,2.72,3.33,,2.67,17.49,Indian Dishes,1.35,187.92,19.61,0.6,26.15,80.63
Mushroom pulao,,,124.29,2.52,4.03,,1.88,19.02,Indian Dishes,1.0,222.36,13.54,0.39,3.42,26.77
Sprouted moong pulao,,,112.97,2.19,3.61,,1.78,17.49,Indian Dishes,1.43,153.16,16.26,0.65,7.53,43.15
Paneer pulao,,,581.91,1.98,59.81,,0.62,8.76,Indian Dishes,1.11,72.28,33.09,0.26,3.42,69.28
Peanut pulao ,,,193.28,5.32,9.51,,2.9,21.18,Indian Dishes,1.6,168.4,18.52,0.83,3.42,68.06
Navratan pulao,,,261.71,6.2,9.45,,3.82,36.98,Indian Dishes,2.52,334.26,59.61,1.1,12.89,46.97
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),,,173.43,4.88,4.82,,3.15,27.57,Indian Dishes,2.48,170.05,18.94,0.95,5.43,301.13
Mutton biryani/biriyani,,,190.76,7.38,7.72,,2.42,22.5,Indian Dishes,2.39,262.64,68.58,1.29,10.28,30.07
Vegetable biryani/biriyani,,,174.61,3.16,9.51,,3.31,18.56,Indian Dishes,2.14,183.79,33.52,0.86,39.35,77.54
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",,,176.3,4.26,7.88,,2.52,21.62,Indian Dishes,0.78,187.11,12.7,0.77,10.2,38.01
Sweet rice (Meethe chawal),,,215.41,2.1,4.57,,1.13,42.59,Indian Dishes,24.8,3.2,11.38,0.34,0.21,10.65
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),,,195.74,5.75,4.32,,2.13,32.93,Indian Dishes,3.91,213.29,101.52,0.59,5.1,28.24
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),,,373.04,7.45,8.53,,5.12,65.08,Indian Dishes,11.65,162.41,50.94,2.89,0.84,23.02
Spanish rice,,,164.24,4.19,2.23,,2.78,31.1,Indian Dishes,1.26,96.61,18.93,0.92,48.66,54.48
Chinese fried rice,,,120.58,4.05,5.43,,2.31,13.4,Indian Dishes,1.47,248.36,34.7,0.99,67.39,136.83
Macroni cheese pie,,,170.63,5.85,7.48,,0.4,21.1,Indian Dishes,3.4,200.51,122.01,0.54,14.65,28.19
Vegetable chowmein,,,129.71,3.07,6.36,,1.86,15.44,Indian Dishes,1.97,258.47,28.33,0.99,85.39,99.36
Chicken chowmein,,,151.33,6.33,8.23,,1.64,13.3,Indian Dishes,1.63,288.15,26.1,0.89,84.96,102.27
Cheese noodle ring,,,133.67,6.22,6.12,,1.27,13.96,Indian Dishes,2.84,241.96,99.3,0.79,24.19,94.77
Spaghetti and cheese balls in tomato sauce,,,508.32,2.41,52.08,,0.59,7.82,Indian Dishes,1.83,104.14,40.59,0.32,57.67,115.96
Penne platter,,,177.4,5.04,8.71,,1.09,20.87,Indian Dishes,4.5,283.37,67.67,0.9,16.35,60.2
Pasta hot pot,,,125.17,5.84,6.47,,0.8,11.6,Indian Dishes,5.99,231.17,55.28,0.82,58.74,111.3
Chicken lasagne,,,187.49,10.45,10.36,,0.11,13.9,Indian Dishes,2.74,238.55,119.98,0.64,4.23,61.02
Fettuccine with spinach sauce,,,129.21,3.1,7.83,,0.77,12.19,Indian Dishes,1.18,153.59,53.67,1.28,38.37,170.92
Naan,,,286.45,8.05,4.99,,1.91,51.75,Indian Dishes,5.59,326.11,88.01,1.29,0.23,7.56
Bhatura,,,793.2,1.63,82.56,,0.38,10.73,Indian Dishes,0.69,28.3,12.12,0.33,0.05,4.15
Idli,,,137.54,4.64,0.33,,2.31,28.18,Indian Dishes,0.28,100.83,8.0,0.68,0.0,2.95
Masala dosa,,,164.58,3.29,7.84,,2.52,19.57,Indian Dishes,1.33,191.28,15.58,0.79,14.14,35.76
Semolina dosa (Suji/Rava dosa),,,227.05,7.3,7.12,,4.04,32.84,Indian Dishes,4.37,202.36,116.04,1.39,2.28,15.86
Onion tomato uttapam,,,462.02,1.91,45.3,,1.26,11.32,Indian Dishes,0.8,143.53,5.82,0.36,4.78,11.68
Paneer kaathi roll,,,285.94,6.92,19.55,,2.4,20.1,Indian Dishes,3.29,221.03,101.66,1.42,18.67,54.04
Makki ki roti,,,263.97,3.49,16.85,,5.19,24.19,Indian Dishes,0.7,236.22,14.76,1.11,1.99,10.72
Washed moong dal (Dhuli moong ki dal),,,50.0,2.68,1.68,,1.17,5.91,Indian Dishes,0.12,150.64,8.48,0.64,0.04,27.98
Washed urad dal (Dhuli urad ki dal),,,61.32,2.51,2.98,,1.53,5.84,Indian Dishes,0.32,142.21,10.24,0.72,0.99,30.4
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),,,73.25,2.79,3.6,,2.72,7.1,Indian Dishes,1.05,149.47,14.33,0.99,15.2,90.42
Dry washed urad,,,124.71,6.85,3.5,,4.06,15.66,Indian Dishes,0.73,295.79,27.08,1.89,1.46,40.3
Mixed dal,,,61.93,2.51,3.1,,1.62,5.79,Indian Dishes,0.34,141.36,11.0,0.78,1.1,40.35
Whole moong (Moong ki dal),,,53.7,2.25,2.56,,2.02,5.22,Indian Dishes,0.59,123.86,13.58,0.68,11.04,55.37
Whole masoor (Masoor ki dal),,,54.05,2.28,2.52,,1.98,5.37,Indian Dishes,0.67,123.72,12.2,0.95,11.04,48.17
Whole moth (Moth ki dal),,,55.0,2.01,2.62,,1.85,5.74,Indian Dishes,0.66,125.08,18.98,0.95,11.04,116.57
Whole urad (Urad ki dal),,,53.8,2.21,2.62,,2.32,5.05,Indian Dishes,0.57,126.12,13.07,0.78,10.28,51.6
Moti mahal dal (Urad rajmah mix dal),,,103.13,3.93,5.66,,3.38,8.74,Indian Dishes,1.7,157.61,38.13,1.05,15.45,93.14
Black channa curry/Bengal gram curry (Kale chane ki curry),,,140.68,5.67,6.61,,7.99,14.11,Indian Dishes,2.36,358.63,53.87,2.43,15.13,87.38
Chickpeas curry (Safed channa curry),,,163.43,6.1,6.84,,4.73,19.98,Indian Dishes,4.78,357.99,30.61,1.82,16.33,184.58
Lobia curry,,,148.99,6.06,5.62,,4.57,17.88,Indian Dishes,2.51,355.41,36.8,2.21,15.13,86.78
Soyabean curry,,,163.28,10.43,10.19,,7.34,6.76,Indian Dishes,2.66,352.69,65.13,2.79,15.13,103.88
Kidney bean curry (Rajmah curry),,,143.73,5.95,5.77,,5.83,16.38,Indian Dishes,2.49,354.6,47.87,2.27,16.33,112.28
Sambar,,,96.92,3.35,4.38,,3.52,10.57,Indian Dishes,3.31,159.54,30.24,1.24,20.35,68.19
Besan kadhi with pakodies,,,403.35,1.64,42.59,,0.81,3.56,Indian Dishes,0.88,60.8,24.53,0.38,4.17,77.03
Khatta channa,,,202.57,6.3,10.56,,5.26,21.14,Indian Dishes,4.75,513.32,40.77,1.94,20.89,244.23
Sprouted moong dal chat,,,32.47,1.35,0.32,,1.35,6.01,Indian Dishes,1.57,87.07,16.54,0.88,38.78,43.12
Potato cauliflower (Aloo gobhi),,,106.18,1.9,8.13,,3.02,5.99,Indian Dishes,0.44,254.76,22.87,1.07,61.11,55.94
Potato capsicum (Shimla mirch aloo),,,125.53,1.41,9.33,,2.02,8.72,Indian Dishes,0.54,277.92,16.45,0.86,81.26,39.8
Cabbage and peas (Pattagobhi aur matar),,,63.88,3.24,2.64,,3.99,6.24,Indian Dishes,0.97,253.73,45.5,1.1,54.84,75.95
Carrot and fenugreek leaves (Gajar methi),,,61.92,2.1,3.81,,4.43,4.17,Indian Dishes,2.11,262.91,128.83,2.72,51.83,81.67
Potato fenugreek (Aloo methi),,,135.15,2.25,10.04,,2.93,8.47,Indian Dishes,0.54,221.93,107.8,2.53,68.76,73.14
Brinjal bhartha (Baingan ka bhartha),,,65.12,1.38,4.48,,3.27,4.4,Indian Dishes,1.82,132.15,17.85,0.48,24.05,92.42
Dry potato (Sookhe aloo),,,103.15,1.62,4.18,,1.88,14.38,Indian Dishes,0.33,199.99,17.2,0.83,23.23,15.7
Beans with coconut (Nariyal aur sem/phali; Beans thoran),,,131.63,2.62,11.39,,5.59,4.39,Indian Dishes,2.06,271.65,51.92,1.34,6.03,75.87
Cauliflower with coconut (Nariyal ke saath phoolgobhi),,,132.11,2.64,11.56,,5.27,3.99,Indian Dishes,1.71,286.06,35.37,1.33,51.79,59.84
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),,,106.61,1.82,8.62,,4.52,4.99,Indian Dishes,2.36,219.6,48.63,0.84,41.01,72.27
Raw turnip with coconut ,,,132.15,1.8,11.47,,2.79,5.78,Indian Dishes,4.4,275.55,50.65,0.82,21.65,27.89
Raw papaya with coconut (Papaya thoran),,,132.75,1.54,11.42,,4.31,5.58,Indian Dishes,3.82,270.56,33.74,0.82,25.38,43.68
Stuffed okra (Bharwa bhindi),,,94.34,2.08,7.66,,4.15,3.85,Indian Dishes,0.48,210.03,86.89,1.18,22.65,63.97
Stuffed round gourd (Bharwa tinde),,,72.8,1.1,5.75,,2.1,4.02,Indian Dishes,1.96,180.15,20.21,0.59,37.36,71.07
Stuffed capsicum (Bharwa shimla mirch),,,90.94,1.34,5.7,,2.01,8.26,Indian Dishes,1.21,173.94,15.17,0.61,74.25,38.35
Stuffed brinjal (Bharwa baingan),,,93.0,1.53,7.73,,4.09,3.96,Indian Dishes,0.92,212.88,24.37,0.75,1.13,17.11
Stuffed tomatoes (Bharwa tamatar),,,93.35,3.28,6.06,,2.2,6.19,Indian Dishes,2.68,165.85,59.16,0.62,28.23,37.42
Pea potato curry (Aloo matar),,,100.92,3.48,5.13,,3.61,9.74,Indian Dishes,1.86,154.83,21.1,1.02,70.01,88.11
Pea paneer curry (Matar paneer),,,134.83,6.61,7.75,,3.3,9.29,Indian Dishes,3.89,157.34,105.2,1.08,58.44,127.01
Pea mushroom curry (Matar mushroom),,,93.3,3.87,5.16,,3.86,7.41,Indian Dishes,1.82,155.48,22.7,0.97,58.44,84.49
Pea curry (Matar ki sabzi),,,102.99,4.51,5.11,,4.44,9.2,Indian Dishes,1.98,154.75,24.48,1.2,77.64,107.74
Pea vadi curry,,,101.95,4.64,5.08,,4.28,8.9,Indian Dishes,1.92,149.51,23.62,1.2,77.64,109.24
Paneer curry,,,176.52,7.8,12.38,,1.4,8.4,Indian Dishes,6.29,216.09,189.06,0.81,20.04,95.56
Lotus stem curry (Kamal kakdi curry),,,110.34,1.53,7.25,,3.14,9.24,Indian Dishes,2.09,217.05,26.59,1.71,40.01,45.45
Gravy for kofta,,,125.59,1.75,10.35,,1.96,6.31,Indian Dishes,3.73,312.86,39.65,0.75,17.05,27.6
Pea kofta curry (Matar kofta curry),,,595.66,2.01,63.39,,1.7,4.17,Indian Dishes,0.88,83.07,13.84,0.56,74.66,129.13
Spinach kofta curry (Palak kofta curry),,,571.78,1.09,61.49,,0.92,3.56,Indian Dishes,0.82,104.51,29.31,0.83,64.05,250.89
Paneer kofta curry,,,670.91,2.39,72.06,,0.4,3.27,Indian Dishes,1.98,121.72,59.49,0.34,17.06,97.75
Lotus stem kofta curry (Kamal kakdi kofta curry),,,633.56,0.96,67.76,,1.01,5.01,Indian Dishes,0.88,108.61,19.31,0.65,38.6,57.76
Raw banana kofta curry (Kela kofta curry),,,627.27,0.62,67.98,,0.59,3.4,Indian Dishes,2.3,88.4,9.23,0.28,23.63,46.68
Cauliflower kofta curry (Phoolgobhi kofta curry),,,641.1,1.04,69.62,,1.0,2.62,Indian Dishes,0.83,93.65,12.26,0.4,53.98,89.51
Cabbage kofta curry (Pattagobhi kofta curry),,,639.81,0.98,69.4,,0.9,2.87,Indian Dishes,0.89,92.85,15.46,0.34,43.56,90.4
Ghiya/Lauki Kofta Curry,,,638.71,0.89,69.4,,0.83,2.71,Indian Dishes,0.82,91.43,11.64,0.33,21.87,87.12
Spinach paneer kofta curry (Palak paneer kofta curry),,,606.03,1.43,65.41,,0.75,2.94,Indian Dishes,1.16,99.37,37.71,0.68,47.34,197.93
Vegetarian egg kofta curry,,,627.41,1.33,67.24,,0.64,4.26,Indian Dishes,1.19,95.89,28.39,0.39,35.58,67.83
Baked vegetables,,,88.99,3.67,4.44,,2.34,8.44,Indian Dishes,2.56,124.7,80.2,0.62,47.05,77.19
Cauliflower musallam (Phoolgobhi musallam),,,58.83,1.89,3.55,,3.06,4.48,Indian Dishes,1.71,123.36,24.61,0.83,71.44,76.8
Baked vegetables with spinach ,,,77.79,3.22,4.03,,2.33,6.93,Indian Dishes,2.09,122.85,78.63,1.16,78.95,223.29
Baked potato with skin ,,,135.77,3.43,8.5,,1.2,11.11,Indian Dishes,1.66,354.5,90.06,0.5,11.88,9.99
Shepherd's pie (vegetarian),,,135.63,5.04,7.3,,2.23,12.03,Indian Dishes,2.78,118.2,85.59,0.76,51.68,90.43
Baked brinjal in tomato sauce,,,38.63,1.58,1.62,,2.34,4.13,Indian Dishes,2.2,79.66,26.24,0.32,68.38,103.99
Dum aloo,,,682.33,0.7,74.01,,0.68,3.33,Indian Dishes,0.71,183.85,16.49,0.36,29.39,34.41
Spinach paneer (Palak paneer),,,77.68,4.03,4.76,,1.91,4.43,Indian Dishes,2.55,166.87,113.25,1.85,60.21,267.05
Methi chaman,,,475.62,1.54,50.91,,0.53,2.78,Indian Dishes,1.79,54.94,60.57,0.63,63.26,141.85
Sarson ka saag,,,87.84,3.0,5.86,,3.69,5.33,Indian Dishes,0.75,165.45,134.41,2.43,59.58,128.42
